Time (secs),Lat,Lon,Elev,Heart_Rate (bpm),HRmax (bpm),HRmin (bpm)
275,40.0109100,-79.5887820,290.3,87,122,112
276,40.0109300,-79.5887900,290.3,87,122,112
277,40.0109510,-79.5887970,290.4,87,122,112
278,40.0109690,-79.5888000,290.4,87,122,112
279,40.0109850,-79.5888000,290.4,87,122,112
280,40.0110030,-79.5888010,290.5,87,122,112
281,40.0110220,-79.5888030,290.5,87,122,112
282,40.0110410,-79.5888050,290.6,88,122,112
283,40.0110560,-79.5888030,290.6,88,122,112
284,40.0110700,-79.5887950,290.7,88,122,112
285,40.0110870,-79.5887870,290.7,89,122,112
286,40.0111070,-79.5887830,290.8,90,122,112
287,40.0111270,-79.5887850,290.9,90,122,112
288,40.0111460,-79.5887880,290.9,91,122,112
289,40.0111630,-79.5887900,291.0,90,122,112
290,40.0111790,-79.5887910,291.0,90,122,112
291,40.0111950,-79.5887920,291.0,90,122,112
292,40.0112110,-79.5887940,291.0,90,122,112
293,40.0112260,-79.5887950,291.1,90,122,112
294,40.0112370,-79.5887970,291.1,90,122,112
295,40.0112490,-79.5888010,291.1,91,122,112
296,40.0112600,-79.5888050,291.1,91,122,112
297,40.0112720,-79.5888080,291.1,91,122,112
298,40.0112850,-79.5888090,291.1,91,122,112
299,40.0112950,-79.5888090,291.2,91,122,112
300,40.0113050,-79.5888070,291.2,91,122,112
301,40.0113150,-79.5888060,291.2,91,122,112
302,40.0113150,-79.5888060,291.2,91,122,112
303,40.0113290,-79.5888010,291.2,91,122,112
304,40.0113400,-79.5887990,291.2,90,122,112
305,40.0113540,-79.5887980,291.2,90,122,112
306,40.0113670,-79.5888000,291.3,89,122,112
307,40.0113810,-79.5888020,291.3,89,122,112
308,40.0113970,-79.5888040,291.3,89,122,112
309,40.0114160,-79.5888060,291.3,89,122,112
310,40.0114370,-79.5888080,291.3,90,122,112
311,40.0114600,-79.5888100,291.4,92,122,112
312,40.0114840,-79.5888120,291.4,90,122,112
313,40.0115070,-79.5888120,291.4,91,122,112
314,40.0115300,-79.5888120,291.5,91,122,112
315,40.0115540,-79.5888100,291.5,91,122,112
316,40.0115780,-79.5888070,291.5,91,122,112
317,40.0116000,-79.5888060,291.5,91,122,112
318,40.0116230,-79.5888060,291.5,91,122,112
319,40.0116460,-79.5888070,291.6,90,122,112
320,40.0116690,-79.5888080,291.6,90,122,112
321,40.0116910,-79.5888080,291.6,90,122,112
322,40.0117120,-79.5888090,291.6,90,122,112
323,40.0117340,-79.5888090,291.7,90,122,112
324,40.0117560,-79.5888090,291.7,89,122,112
325,40.0117780,-79.5888080,291.7,89,122,112
326,40.0117990,-79.5888090,291.7,89,122,112
327,40.0118170,-79.5888080,291.7,88,122,112
328,40.0118370,-79.5888050,291.8,88,122,112
329,40.0118570,-79.5888020,291.8,88,122,112
330,40.0118790,-79.5888000,291.8,87,122,112
331,40.0119000,-79.5887990,291.8,87,122,112
332,40.0119230,-79.5888000,291.9,87,122,112
333,40.0119510,-79.5888000,291.9,86,122,112
334,40.0119700,-79.5887990,291.9,87,122,112
335,40.0119840,-79.5887970,291.9,87,122,112
336,40.0119990,-79.5887920,291.9,87,122,112
337,40.0120160,-79.5887850,292.0,87,122,112
338,40.0120360,-79.5887780,292.0,87,122,112
339,40.0120520,-79.5887760,292.0,88,122,112
340,40.0120680,-79.5887770,292.0,88,122,112
341,40.0120840,-79.5887790,292.0,89,122,112
342,40.0120990,-79.5887780,292.1,90,122,112
343,40.0121140,-79.5887780,292.1,90,122,112
344,40.0121260,-79.5887760,292.1,91,122,112
345,40.0121440,-79.5887790,292.1,90,122,112
346,40.0121630,-79.5887840,292.1,91,122,112
347,40.0121790,-79.5887880,292.1,91,122,112
348,40.0121940,-79.5887890,292.1,91,122,112
349,40.0122070,-79.5887910,292.1,91,122,112
350,40.0122220,-79.5887970,292.0,90,122,112
351,40.0122340,-79.5888030,292.0,90,122,112
352,40.0122460,-79.5888090,292.0,90,122,112
353,40.0122590,-79.5888130,292.0,90,122,112
354,40.0122710,-79.5888150,292.0,90,122,112
355,40.0122850,-79.5888170,292.0,90,122,112
356,40.0123000,-79.5888180,292.0,91,122,112
357,40.0123140,-79.5888190,292.0,91,122,112
358,40.0123290,-79.5888190,292.0,91,122,112
359,40.0123420,-79.5888210,292.0,91,122,112
360,40.0123550,-79.5888230,292.0,91,122,112
361,40.0123680,-79.5888260,292.0,92,122,112
362,40.0123820,-79.5888280,292.0,93,122,112
363,40.0123950,-79.5888290,292.0,93,122,112
364,40.0124090,-79.5888290,292.0,93,122,112
365,40.0124230,-79.5888280,292.0,94,122,112
366,40.0124350,-79.5888270,292.1,94,122,112
367,40.0124460,-79.5888250,292.1,94,122,112
368,40.0124570,-79.5888230,292.1,95,122,112
369,40.0124670,-79.5888210,292.1,95,122,112
370,40.0124770,-79.5888200,292.1,95,122,112
371,40.0124770,-79.5888200,292.1,95,122,112
372,40.0124940,-79.5888200,292.1,95,122,112
373,40.0124940,-79.5888200,292.1,95,122,112
374,40.0125100,-79.5888170,292.0,95,122,112
375,40.0125100,-79.5888170,292.0,95,122,112
376,40.0125270,-79.5888210,292.0,96,122,112
377,40.0125270,-79.5888210,292.0,96,122,112
378,40.0125380,-79.5888200,292.0,96,122,112
379,40.0125380,-79.5888200,292.0,97,122,112
380,40.0125520,-79.5888150,292.0,97,122,112
381,40.0125520,-79.5888150,292.0,97,122,112
382,40.0125520,-79.5888150,292.0,96,122,112
383,40.0125650,-79.5888160,292.0,96,122,112
384,40.0125650,-79.5888160,292.0,95,122,112
385,40.0125790,-79.5888120,292.0,95,122,112
386,40.0125880,-79.5888100,292.0,94,122,112
387,40.0125990,-79.5888100,292.0,94,122,112
388,40.0126090,-79.5888110,292.0,94,122,112
389,40.0126090,-79.5888110,292.0,93,122,112
390,40.0126240,-79.5888130,292.0,93,122,112
391,40.0126240,-79.5888130,292.0,93,122,112
392,40.0126420,-79.5888110,292.0,94,122,112
393,40.0126510,-79.5888060,292.0,94,122,112
394,40.0126610,-79.5888020,292.0,94,122,112
395,40.0126710,-79.5888000,292.1,95,122,112
396,40.0126810,-79.5888000,292.1,95,122,112
397,40.0126930,-79.5887990,292.1,94,122,112
398,40.0127060,-79.5887980,292.1,94,122,112
399,40.0127170,-79.5887970,292.2,93,122,112
400,40.0127290,-79.5887960,292.2,93,122,112
401,40.0127410,-79.5887940,292.2,92,122,112
402,40.0127540,-79.5887900,292.2,92,122,112
403,40.0127670,-79.5887860,292.3,91,122,112
404,40.0127780,-79.5887830,292.3,91,122,112
405,40.0127890,-79.5887820,292.3,91,122,112
406,40.0128010,-79.5887820,292.4,91,122,112
407,40.0128150,-79.5887840,292.4,91,122,112
408,40.0128310,-79.5887870,292.4,91,122,112
409,40.0128490,-79.5887890,292.5,91,122,112
410,40.0128690,-79.5887890,292.5,91,122,112
411,40.0128890,-79.5887890,292.5,91,122,112
412,40.0129120,-79.5887890,292.6,91,122,112
413,40.0129380,-79.5887900,292.7,91,122,112
414,40.0129650,-79.5887910,292.7,91,122,112
415,40.0129910,-79.5887930,292.8,91,122,112
416,40.0130160,-79.5887970,292.8,91,122,112
417,40.0130410,-79.5888010,292.9,91,122,112
418,40.0130640,-79.5888050,292.9,92,122,112
419,40.0130840,-79.5888080,293.0,92,122,112
420,40.0131040,-79.5888100,293.0,92,122,112
421,40.0131190,-79.5888090,293.0,92,122,112
422,40.0131350,-79.5888080,293.0,92,122,112
423,40.0131530,-79.5888080,293.0,92,122,112
424,40.0131710,-79.5888120,293.0,91,122,112
425,40.0131920,-79.5888160,293.0,90,122,112
426,40.0132120,-79.5888210,293.0,90,122,112
427,40.0132270,-79.5888250,293.0,89,122,112
428,40.0132390,-79.5888300,293.0,89,122,112
429,40.0132530,-79.5888350,293.0,89,122,112
430,40.0132670,-79.5888400,293.0,88,122,112
431,40.0132850,-79.5888420,293.0,88,122,112
432,40.0133000,-79.5888430,293.0,89,122,112
433,40.0133100,-79.5888430,293.0,89,122,112
434,40.0133220,-79.5888430,293.0,90,122,112
435,40.0133330,-79.5888430,293.0,90,122,112
436,40.0133440,-79.5888420,293.0,90,122,112
437,40.0133550,-79.5888380,293.0,90,122,112
438,40.0133650,-79.5888350,293.0,92,122,112
439,40.0133750,-79.5888320,293.0,90,122,112
440,40.0133870,-79.5888310,293.0,90,122,112
441,40.0134020,-79.5888320,292.9,91,122,112
442,40.0134130,-79.5888320,292.9,91,122,112
443,40.0134250,-79.5888310,292.9,91,122,112
444,40.0134370,-79.5888300,292.8,91,122,112
445,40.0134480,-79.5888300,292.8,90,122,112
446,40.0134630,-79.5888320,292.8,90,122,112
447,40.0134750,-79.5888330,292.7,90,122,112
448,40.0134860,-79.5888350,292.7,92,122,112
449,40.0134960,-79.5888370,292.7,92,122,112
450,40.0135060,-79.5888400,292.6,92,122,112
451,40.0135210,-79.5888400,292.6,92,122,112
452,40.0135400,-79.5888380,292.6,91,122,112
453,40.0135580,-79.5888360,292.5,90,122,112
454,40.0135760,-79.5888350,292.5,89,122,112
455,40.0135950,-79.5888360,292.4,88,122,112
456,40.0136170,-79.5888390,292.3,87,122,112
457,40.0136340,-79.5888400,292.3,86,122,112
458,40.0136520,-79.5888390,292.2,86,122,112
459,40.0136700,-79.5888360,292.2,86,122,112
460,40.0136870,-79.5888350,292.1,86,122,112
461,40.0137040,-79.5888350,292.1,85,122,112
462,40.0137190,-79.5888330,292.1,85,122,112
463,40.0137340,-79.5888320,292.0,85,122,112
464,40.0137540,-79.5888300,291.9,85,122,112
465,40.0137720,-79.5888310,291.8,85,122,112
466,40.0137860,-79.5888300,291.7,85,122,112
467,40.0137980,-79.5888290,291.6,85,122,112
468,40.0138100,-79.5888260,291.5,85,122,112
469,40.0138100,-79.5888260,291.5,86,122,112
470,40.0138280,-79.5888220,291.4,85,122,112
471,40.0138390,-79.5888220,291.3,86,122,112
472,40.0138520,-79.5888220,291.2,86,122,112
473,40.0138690,-79.5888210,291.1,86,122,112
474,40.0138820,-79.5888180,291.0,86,122,112
475,40.0138940,-79.5888170,290.9,86,122,112
476,40.0139080,-79.5888180,290.8,87,122,112
477,40.0139200,-79.5888210,290.7,87,122,112
478,40.0139340,-79.5888260,290.6,86,122,112
479,40.0139500,-79.5888310,290.5,86,122,112
480,40.0139640,-79.5888340,290.4,86,122,112
481,40.0139800,-79.5888370,290.3,85,122,112
482,40.0139950,-79.5888400,290.2,85,122,112
483,40.0140090,-79.5888440,290.1,86,122,112
484,40.0140240,-79.5888460,289.9,87,122,112
485,40.0140420,-79.5888480,289.8,87,122,112
